불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2022-02-18,2022-03-20,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201802680,2018-02-05,12386000,2018-02-19,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2023-06-16,2023-07-12,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201802681,2018-02-05,12386000,2018-02-19,시설팀(ERICA),불용,6,불용품,수리비용과다
2022-06-27,,badbergjr,박대리,반려,4321150324343967,노트북컴퓨터,M201802682,2018-02-05,12386000,2018-02-19,시설팀(ERICA),운용,6,불용품,수리비용과다
2022-07-03,2022-07-22,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201802683,2018-02-05,12386000,2018-02-19,시설팀(ERICA),불용,6,불용품,수리비용과다
2022-11-26,2022-12-12,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201802684,2018-02-05,12386000,2018-02-19,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-01-09,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201802696,2018-08-23,568000,2018-08-26,시설팀(ERICA),운용,6,폐품,고장/파손
2019-11-02,2019-11-17,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201602697,2016-11-15,1154000,2016-11-21,시설팀(ERICA),불용,6,폐품,고장/파손
2025-08-07,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201602698,2016-11-15,1154000,2016-11-21,시설팀(ERICA),운용,6,불용품,수리비용과다
2020-11-02,2020-11-16,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201702701,2017-01-22,1130000,2017-01-25,시설팀(ERICA),불용,6,폐품,고장/파손
2026-02-04,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201702702,2017-01-22,1130000,2017-01-25,시설팀(ERICA),운용,6,불용품,수리비용과다
2023-12-02,2023-12-31,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802705,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2024-05-27,2024-06-17,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802706,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2024-09-06,2024-09-30,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802707,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2023-05-18,2023-06-17,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802708,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,폐품,고장/파손
2022-11-07,2022-12-01,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802709,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,수리비용과다
2023-03-19,2023-04-11,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802710,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,수리비용과다
2022-12-08,2022-12-31,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802711,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2023-10-24,2023-11-23,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802712,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-08-26,2022-09-15,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802713,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,폐품,고장/파손
2024-07-11,2024-07-26,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802714,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,폐품,고장/파손
2025-11-07,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201802715,2018-12-02,6851000,2018-12-22,시설팀(ERICA),운용,6,폐품,고장/파손
2023-10-21,2023-11-18,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802716,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-10-06,2022-11-01,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201802717,2018-12-02,6851000,2018-12-22,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-01-13,2022-01-31,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201702718,2017-11-04,5154000,2017-11-08,시설팀(ERICA),불용,5,불용품,수리비용과다
2026-01-02,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201702719,2017-11-04,5154000,2017-11-08,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-11-30,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M202302721,2023-07-25,6124000,2023-07-31,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2023-02-12,2023-03-14,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902722,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,불용품,수리비용과다
2024-10-16,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201902723,2019-03-05,27690000,2019-03-13,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2023-10-31,2023-11-23,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902724,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,불용품,수리비용과다
2023-05-10,2023-05-26,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902725,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,불용품,수리비용과다
2023-09-29,2023-10-22,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902726,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,폐품,고장/파손
2026-01-22,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201902727,2019-03-05,27690000,2019-03-13,시설팀(ERICA),반납,5,중고품,공용전환
2022-07-17,2022-08-14,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902728,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-08-18,2024-09-16,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902729,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,폐품,고장/파손
2023-11-19,2023-12-08,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201902730,2019-03-05,27690000,2019-03-13,시설팀(ERICA),불용,5,폐품,고장/파손
2025-08-08,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201902731,2019-03-05,27690000,2019-03-13,시설팀(ERICA),운용,5,폐품,고장/파손
2020-09-13,2020-09-27,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502742,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,폐품,고장/파손
2017-10-25,2017-11-24,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502743,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,불용품,수리비용과다
2023-05-05,2023-06-02,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502744,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2020-12-10,2020-12-25,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502745,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,폐품,고장/파손
2020-12-03,2021-01-02,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502746,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,폐품,고장/파손
2021-03-06,2021-04-01,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502747,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,폐품,고장/파손
2024-12-03,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201502748,2015-10-04,5808000,2015-10-24,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2021-08-12,2021-09-06,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502749,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,불용품,수리비용과다
2021-03-25,2021-04-11,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502750,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,폐품,고장/파손
2025-02-25,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201502751,2015-10-04,5808000,2015-10-24,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2020-10-27,2020-11-18,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201502752,2015-10-04,5808000,2015-10-24,시설팀(ERICA),불용,5,폐품,고장/파손
2025-05-25,2025-06-17,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202202754,2022-04-17,6028000,2022-05-02,시설팀(ERICA),불용,5,폐품,고장/파손
2024-03-26,2024-04-15,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202202759,2022-04-17,6028000,2022-05-02,시설팀(ERICA),불용,5,불용품,수리비용과다
2025-04-22,2025-05-12,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202202760,2022-04-17,6028000,2022-05-02,시설팀(ERICA),불용,5,불용품,수리비용과다
2024-10-08,2024-10-24,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202202761,2022-04-17,6028000,2022-05-02,시설팀(ERICA),불용,5,폐품,고장/파손
2024-03-30,2024-04-21,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201802764,2018-12-26,553000,2018-12-31,시설팀(ERICA),불용,5,폐품,고장/파손
2025-06-30,2025-07-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M201902767,2019-04-23,1070000,2019-04-29,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-09-14,2023-10-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201602770,2016-11-04,992000,2016-11-07,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-05-15,2023-06-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201602771,2016-11-04,992000,2016-11-07,시설팀(ERICA),불용,5,폐품,고장/파손
2024-12-15,,badbergjr,박대리,반려,4321190224407366,액정모니터,M201802774,2018-03-08,514000,2018-03-12,시설팀(ERICA),운용,5,불용품,수리비용과다
2025-03-18,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201702776,2017-03-17,541000,2017-03-22,시설팀(ERICA),운용,5,불용품,수리비용과다
2023-03-16,2023-04-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201702778,2017-03-27,1090000,2017-04-01,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-06-10,2023-07-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201702779,2017-03-27,1090000,2017-04-01,시설팀(ERICA),불용,5,폐품,고장/파손
2025-09-25,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201602782,2016-03-15,1046000,2016-03-19,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2022-05-07,2022-05-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201602783,2016-03-15,1046000,2016-03-19,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-07-09,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201802786,2018-06-07,1020000,2018-06-12,시설팀(ERICA),운용,5,폐품,고장/파손
2025-01-27,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201802787,2018-06-07,1020000,2018-06-12,시설팀(ERICA),운용,5,불용품,노후화(성능저하)
2022-03-10,2022-04-01,badbergjr,박대리,확정,4321190224407366,액정모니터,M201502790,2015-06-20,524000,2015-06-26,시설팀(ERICA),불용,5,불용품,노후화(성능저하)
2020-10-28,2020-11-26,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201502792,2015-05-17,3365000,2015-05-21,시설팀(ERICA),불용,6,불용품,노후화(성능저하)
2026-01-02,,badbergjr,박대리,대기,4321210523858386,레이저프린터,M201602794,2016-05-10,3489000,2016-05-15,시설팀(ERICA),운용,6,폐품,고장/파손
2025-09-11,2025-10-11,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201902796,2019-03-16,7244000,2019-03-23,시설팀(ERICA),불용,6,폐품,고장/파손
2019-07-26,2019-08-23,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201902797,2019-03-16,7244000,2019-03-23,시설팀(ERICA),불용,6,신품,활용부서부재
2023-12-16,2023-12-31,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201702798,2017-01-04,3668000,2017-01-08,시설팀(ERICA),불용,6,폐품,고장/파손
2025-04-16,2025-05-07,badbergjr,박대리,확정,4321171124204348,스캐너,M201802800,2018-10-03,6026000,2018-10-10,시설팀(ERICA),불용,6,폐품,고장/파손
2022-12-29,2023-01-26,badbergjr,박대리,확정,4321171124204348,스캐너,M201502802,2015-04-26,5624000,2015-05-03,시설팀(ERICA),불용,6,불용품,수리비용과다
2022-12-25,2023-01-17,badbergjr,박대리,확정,4321171124204348,스캐너,M202202803,2022-11-14,6144000,2022-11-18,시설팀(ERICA),불용,6,중고품,구형화
2025-06-16,2025-07-09,badbergjr,박대리,확정,4321171124204348,스캐너,M201902804,2019-10-27,11336000,2019-10-31,시설팀(ERICA),불용,6,폐품,고장/파손
2024-06-20,2024-07-15,badbergjr,박대리,확정,4321171124204348,스캐너,M201902805,2019-10-27,11336000,2019-10-31,시설팀(ERICA),불용,6,폐품,고장/파손
2024-04-23,2024-05-22,badbergjr,박대리,확정,4321171124204348,스캐너,M201702806,2017-02-02,5821000,2017-02-06,시설팀(ERICA),불용,6,폐품,고장/파손
2022-05-14,2022-06-09,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201702808,2017-06-25,1074000,2017-06-28,시설팀(ERICA),불용,9,불용품,수리비용과다
2025-05-02,2025-05-19,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201702809,2017-06-25,1074000,2017-06-28,시설팀(ERICA),불용,9,불용품,수리비용과다
2025-11-06,,badbergjr,박대리,대기,4322260923908131,네트워크라우터,M201702810,2017-10-07,532000,2017-10-14,시설팀(ERICA),운용,9,불용품,노후화(성능저하)
2022-02-05,2022-03-01,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201502811,2015-10-10,533000,2015-10-14,시설팀(ERICA),불용,9,폐품,고장/파손
2024-03-26,2024-04-10,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201902813,2019-04-03,5700000,2019-04-09,시설팀(ERICA),불용,7,불용품,수리비용과다
2023-09-24,2023-10-08,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201902814,2019-10-19,11264000,2019-10-25,시설팀(ERICA),불용,7,불용품,노후화(성능저하)
2024-12-31,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201902815,2019-10-19,11264000,2019-10-25,시설팀(ERICA),운용,7,불용품,노후화(성능저하)
2021-02-12,2021-03-03,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201702816,2017-10-28,5739000,2017-11-02,시설팀(ERICA),불용,7,불용품,수리비용과다
2018-12-20,2019-01-15,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201502818,2015-05-13,5565000,2015-05-20,시설팀(ERICA),불용,7,폐품,고장/파손
2025-05-17,,badbergjr,박대리,대기,5610170325114372,책상,M201602825,2016-12-02,18906000,2016-12-08,시설팀(ERICA),반납,9,정비필요품,활용부서부재
2025-03-11,,badbergjr,박대리,대기,5610170325114372,책상,M201602827,2016-08-11,12212000,2016-08-14,시설팀(ERICA),반납,9,신품,활용부서부재
2026-01-15,2026-02-08,badbergjr,박대리,확정,5610170325114372,책상,M201502828,2015-01-20,74997000,2015-01-28,시설팀(ERICA),불용,9,불용품,수리비용과다
2015-07-08,2015-07-27,badbergjr,박대리,확정,5610170325114372,책상,M201502830,2015-01-20,74997000,2015-01-28,시설팀(ERICA),불용,9,신품,활용부서부재
2015-07-17,2015-08-12,badbergjr,박대리,확정,5610170325114372,책상,M201502832,2015-01-20,74997000,2015-01-28,시설팀(ERICA),불용,9,정비필요품,활용부서부재
2015-12-20,2016-01-15,badbergjr,박대리,확정,5610170325114372,책상,M201502836,2015-01-20,74997000,2015-01-28,시설팀(ERICA),불용,9,중고품,공용전환
2025-06-13,2025-06-27,badbergjr,박대리,확정,5610170325114372,책상,M201502837,2015-01-20,74997000,2015-01-28,시설팀(ERICA),불용,9,폐품,고장/파손
2015-12-22,2016-01-15,badbergjr,박대리,확정,5610170325114372,책상,M201502871,2015-08-12,56500000,2015-08-20,시설팀(ERICA),불용,9,중고품,공용전환
2022-03-20,2022-04-07,badbergjr,박대리,확정,5610170325114372,책상,M201502873,2015-08-12,56500000,2015-08-20,시설팀(ERICA),불용,9,폐품,고장/파손
2025-10-10,2025-10-27,badbergjr,박대리,확정,5611210224128496,작업용의자,M201902901,2019-12-28,1824000,2020-01-14,시설팀(ERICA),불용,8,불용품,수리비용과다
2026-01-18,2026-02-08,badbergjr,박대리,확정,5611210224128496,작업용의자,M201902904,2019-12-28,1824000,2020-01-14,시설팀(ERICA),불용,8,폐품,고장/파손
2024-11-12,,badbergjr,박대리,대기,5611210224128496,작업용의자,M201902909,2019-12-28,1824000,2020-01-14,시설팀(ERICA),반납,8,중고품,활용부서부재
2018-02-16,2018-03-15,badbergjr,박대리,확정,5611210224128496,작업용의자,M201702910,2017-08-28,96000,2017-08-31,시설팀(ERICA),불용,8,중고품,공용전환
2017-11-17,2017-12-01,badbergjr,박대리,확정,5611210224128496,작업용의자,M201602914,2016-10-02,1020000,2016-10-19,시설팀(ERICA),불용,8,신품,공용전환
2025-12-23,,badbergjr,박대리,대기,5611210224128496,작업용의자,M201602916,2016-10-02,1020000,2016-10-19,시설팀(ERICA),운용,8,불용품,수리비용과다
2023-04-10,2023-05-03,badbergjr,박대리,확정,5611210224128496,작업용의자,M201602917,2016-10-02,1020000,2016-10-19,시설팀(ERICA),불용,8,불용품,노후화(성능저하)
2025-05-13,2025-05-29,badbergjr,박대리,확정,5611210224128496,작업용의자,M201602919,2016-10-02,1020000,2016-10-19,시설팀(ERICA),불용,8,폐품,고장/파손
2025-05-26,,badbergjr,박대리,반려,5611210224128496,작업용의자,M201602922,2016-10-02,1020000,2016-10-19,시설팀(ERICA),운용,8,폐품,고장/파손
2017-01-16,2017-02-15,badbergjr,박대리,확정,5611210224128496,작업용의자,M201602923,2016-10-02,1020000,2016-10-19,시설팀(ERICA),불용,8,정비필요품,활용부서부재
2018-06-14,2018-07-07,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201802941,2018-01-16,474000,2018-01-20,시설팀(ERICA),불용,10,중고품,활용부서부재
2025-07-22,2025-08-21,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201702946,2017-09-03,21560000,2017-09-07,시설팀(ERICA),불용,7,폐품,고장/파손
2023-05-23,2023-06-08,badbergjr,박대리,확정,4411191125460962,인터랙티브화이트보드및액세서리,M201602950,2016-09-08,48768000,2016-09-15,시설팀(ERICA),불용,7,불용품,수리비용과다
2022-06-08,2022-06-24,badbergjr,박대리,확정,4411191125460962,인터랙티브화이트보드및액세서리,M201602951,2016-09-08,48768000,2016-09-15,시설팀(ERICA),불용,7,불용품,노후화(성능저하)
2024-10-25,2024-11-19,badbergjr,박대리,확정,4411191125460962,인터랙티브화이트보드및액세서리,M201602954,2016-06-19,25787000,2016-06-26,시설팀(ERICA),불용,7,불용품,수리비용과다
2024-11-10,2024-11-26,badbergjr,박대리,확정,4411191125460962,인터랙티브화이트보드및액세서리,M201802956,2018-04-08,25351000,2018-04-14,시설팀(ERICA),불용,7,불용품,수리비용과다
2023-06-28,2023-07-27,badbergjr,박대리,확정,4512150425468676,디지털카메라,M201802960,2018-09-05,5936000,2018-09-08,시설팀(ERICA),불용,8,불용품,노후화(성능저하)
2024-01-04,2024-02-01,badbergjr,박대리,확정,4410150325652906,다기능복사기,M201602962,2016-11-22,876000,2016-11-25,시설팀(ERICA),불용,8,폐품,고장/파손
2025-11-25,,badbergjr,박대리,대기,4410150325652906,다기능복사기,M201902963,2019-03-02,469000,2019-03-05,시설팀(ERICA),운용,8,불용품,수리비용과다
2025-11-17,,badbergjr,박대리,대기,4016160225676461,공기청정기,M201702964,2017-03-19,887000,2017-03-22,시설팀(ERICA),운용,9,불용품,노후화(성능저하)
2025-02-02,2025-02-27,badbergjr,박대리,확정,4016160225676461,공기청정기,M201602965,2016-07-28,844000,2016-08-01,시설팀(ERICA),불용,9,불용품,수리비용과다
2023-09-15,2023-10-06,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201802966,2018-11-24,2370000,2018-11-30,학생지원팀(ERICA),불용,6,폐품,고장/파손
2025-08-13,2025-08-30,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201802967,2018-11-24,2370000,2018-11-30,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2023-03-04,2023-03-25,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902968,2019-03-12,1229000,2019-03-15,학생지원팀(ERICA),불용,6,폐품,고장/파손
2023-11-30,2023-12-30,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902970,2019-04-02,1184000,2019-04-07,학생지원팀(ERICA),불용,6,폐품,고장/파손
2024-12-21,,badbergjr,박대리,대기,4321150324343967,노트북컴퓨터,M201902972,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),운용,6,폐품,고장/파손
2022-06-07,2022-06-27,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902973,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2023-11-28,2023-12-18,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902974,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,폐품,고장/파손
2022-07-08,2022-08-07,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902975,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,수리비용과다
2021-05-10,2021-06-09,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902976,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2024-11-23,,badbergjr,박대리,반려,4321150324343967,노트북컴퓨터,M201902977,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),운용,6,폐품,고장/파손
2022-06-05,2022-07-01,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902978,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-05-26,2025-06-23,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902979,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,수리비용과다
2025-07-02,,badbergjr,박대리,대기,4321150324343967,노트북컴퓨터,M201902980,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),운용,6,폐품,고장/파손
2023-04-30,2023-05-20,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902981,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,수리비용과다
2025-08-04,,badbergjr,박대리,대기,4321150324343967,노트북컴퓨터,M201902982,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),운용,6,불용품,수리비용과다
2024-05-23,2024-06-20,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201902983,2019-04-22,13104000,2019-04-30,학생지원팀(ERICA),불용,6,불용품,수리비용과다
2020-10-09,2020-11-02,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502984,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,불용품,수리비용과다
2026-02-07,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502985,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,불용품,노후화(성능저하)
2019-10-17,2019-10-31,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502986,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2019-10-25,2019-11-13,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502987,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2020-11-29,2020-12-19,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502988,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,폐품,고장/파손
2026-01-29,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502989,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,불용품,수리비용과다
2025-04-12,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502990,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,불용품,노후화(성능저하)
2025-10-13,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502991,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,폐품,고장/파손
2018-01-09,2018-01-24,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502992,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,폐품,고장/파손
2017-03-08,2017-03-23,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502993,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,폐품,고장/파손
2019-10-30,2019-11-21,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502994,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,폐품,고장/파손
2019-03-07,2019-03-21,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502995,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,폐품,고장/파손
2025-07-26,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502996,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,폐품,고장/파손
2025-09-09,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502997,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,불용품,노후화(성능저하)
2021-03-11,2021-04-07,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201502998,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-02-08,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201502999,2015-01-28,8688000,2015-02-12,학생지원팀(ERICA),운용,6,불용품,수리비용과다
2025-06-26,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M202203013,2022-11-29,9376000,2022-12-15,학생지원팀(ERICA),운용,6,불용품,노후화(성능저하)
2020-01-02,2020-01-25,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201503016,2015-09-25,558000,2015-09-28,학생지원팀(ERICA),불용,6,불용품,수리비용과다
2025-01-11,,badbergjr,박대리,대기,4321150324510198,노트북컴퓨터,M201703018,2017-12-15,552000,2017-12-21,학생지원팀(ERICA),운용,6,폐품,고장/파손
2023-09-11,2023-10-07,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201903020,2019-07-11,3020000,2019-07-24,학생지원팀(ERICA),불용,6,폐품,고장/파손
2022-12-29,,badbergjr,박대리,반려,4321150324510198,노트북컴퓨터,M201903021,2019-07-11,3020000,2019-07-24,학생지원팀(ERICA),운용,6,불용품,수리비용과다
2024-06-15,2024-07-12,badbergjr,박대리,확정,4321150324510198,노트북컴퓨터,M201903022,2019-07-11,3020000,2019-07-24,학생지원팀(ERICA),불용,6,불용품,수리비용과다
